as_of,location,target,target_end_date,observation
2025-10-29,rtp-area,Flu ED visits pct,2024-08-24,0.14
2025-10-29,rtp-area,Flu ED visits pct,2024-08-31,0.16
2025-10-29,rtp-area,Flu ED visits pct,2024-09-07,0.16
2025-10-29,rtp-area,Flu ED visits pct,2024-09-14,0.21
2025-10-29,rtp-area,Flu ED visits pct,2024-09-21,0.19
2025-10-29,rtp-area,Flu ED visits pct,2024-09-28,0.19
2025-10-29,rtp-area,Flu ED visits pct,2024-10-05,0.22
2025-10-29,rtp-area,Flu ED visits pct,2024-10-12,0.13
2025-10-29,rtp-area,Flu ED visits pct,2024-10-19,0.13
2025-10-29,rtp-area,Flu ED visits pct,2024-10-26,0.21
2025-10-29,rtp-area,Flu ED visits pct,2024-11-02,0.15
2025-10-29,rtp-area,Flu ED visits pct,2024-11-09,0.21
2025-10-29,rtp-area,Flu ED visits pct,2024-11-16,0.3
2025-10-29,rtp-area,Flu ED visits pct,2024-11-23,0.36
2025-10-29,rtp-area,Flu ED visits pct,2024-11-30,0.58
2025-10-29,rtp-area,Flu ED visits pct,2024-12-07,0.63
2025-10-29,rtp-area,Flu ED visits pct,2024-12-14,1.9
2025-10-29,rtp-area,Flu ED visits pct,2024-12-21,2.63
2025-10-29,rtp-area,Flu ED visits pct,2024-12-28,4.42
2025-10-29,rtp-area,Flu ED visits pct,2025-01-04,4.24
2025-10-29,rtp-area,Flu ED visits pct,2025-01-11,4.23
2025-10-29,rtp-area,Flu ED visits pct,2025-01-18,5.7
2025-10-29,rtp-area,Flu ED visits pct,2025-01-25,8.94
2025-10-29,rtp-area,Flu ED visits pct,2025-02-01,8.92
2025-10-29,rtp-area,Flu ED visits pct,2025-02-08,9.19
2025-10-29,rtp-area,Flu ED visits pct,2025-02-15,7.36
2025-10-29,rtp-area,Flu ED visits pct,2025-02-22,5.86
2025-10-29,rtp-area,Flu ED visits pct,2025-03-01,3.87
2025-10-29,rtp-area,Flu ED visits pct,2025-03-08,3.69
2025-10-29,rtp-area,Flu ED visits pct,2025-03-15,2.7
2025-10-29,rtp-area,Flu ED visits pct,2025-03-22,2
2025-10-29,rtp-area,Flu ED visits pct,2025-03-29,1.57
2025-10-29,rtp-area,Flu ED visits pct,2025-04-05,1.24
2025-10-29,rtp-area,Flu ED visits pct,2025-04-12,0.77
2025-10-29,rtp-area,Flu ED visits pct,2025-04-19,0.47
2025-10-29,rtp-area,Flu ED visits pct,2025-04-26,0.38
2025-10-29,rtp-area,Flu ED visits pct,2025-05-03,0.2
2025-10-29,rtp-area,Flu ED visits pct,2025-05-10,0.3
2025-10-29,rtp-area,Flu ED visits pct,2025-05-17,0.25
2025-10-29,rtp-area,Flu ED visits pct,2025-05-24,0.25
2025-10-29,rtp-area,Flu ED visits pct,2025-05-31,0.24
2025-10-29,rtp-area,Flu ED visits pct,2025-06-07,0.25
2025-10-29,rtp-area,Flu ED visits pct,2025-06-14,0.18
2025-10-29,rtp-area,Flu ED visits pct,2025-06-21,0.19
2025-10-29,rtp-area,Flu ED visits pct,2025-06-28,0.15
2025-10-29,rtp-area,Flu ED visits pct,2025-07-05,0.16
2025-10-29,rtp-area,Flu ED visits pct,2025-07-12,0.15
2025-10-29,rtp-area,Flu ED visits pct,2025-07-19,0.21
2025-10-29,rtp-area,Flu ED visits pct,2025-07-26,0.16
2025-10-29,rtp-area,Flu ED visits pct,2025-08-02,0.09
2025-10-29,rtp-area,Flu ED visits pct,2025-08-09,0.12
2025-10-29,rtp-area,Flu ED visits pct,2025-08-16,0.1
2025-10-29,rtp-area,Flu ED visits pct,2025-08-23,0.13
2025-10-29,rtp-area,Flu ED visits pct,2025-08-30,0.1
2025-10-29,rtp-area,Flu ED visits pct,2025-09-06,0.16
2025-10-29,rtp-area,Flu ED visits pct,2025-09-13,0.14
2025-10-29,rtp-area,Flu ED visits pct,2025-09-20,0.2
2025-10-29,rtp-area,Flu ED visits pct,2025-09-27,0.23
2025-10-29,rtp-area,Flu ED visits pct,2025-10-04,0.25
2025-10-29,rtp-area,Flu ED visits pct,2025-10-11,0.25
2025-10-29,rtp-area,Flu ED visits pct,2025-10-18,0.24
2025-10-29,rtp-area,Flu ED visits pct,2025-10-25,0.34
2025-10-29,senc,Flu ED visits pct,2009-01-10,0.04
2025-10-29,senc,Flu ED visits pct,2009-01-17,0.08
2025-10-29,senc,Flu ED visits pct,2009-01-24,0.11
2025-10-29,senc,Flu ED visits pct,2009-01-31,0.2
2025-10-29,senc,Flu ED visits pct,2009-02-07,0.22
2025-10-29,senc,Flu ED visits pct,2009-02-14,0.88
2025-10-29,senc,Flu ED visits pct,2009-02-21,0.73
2025-10-29,senc,Flu ED visits pct,2009-02-28,1.37
2025-10-29,senc,Flu ED visits pct,2009-03-07,1.8
2025-10-29,senc,Flu ED visits pct,2009-03-14,1.1
2025-10-29,senc,Flu ED visits pct,2009-03-21,0.84
2025-10-29,senc,Flu ED visits pct,2009-03-28,0.53
2025-10-29,senc,Flu ED visits pct,2009-04-04,0.36
2025-10-29,senc,Flu ED visits pct,2009-04-11,0.28
2025-10-29,senc,Flu ED visits pct,2009-04-18,0.12
2025-10-29,senc,Flu ED visits pct,2009-04-25,0.13
2025-10-29,senc,Flu ED visits pct,2009-05-02,0.18
2025-10-29,senc,Flu ED visits pct,2009-05-09,0.17
2025-10-29,senc,Flu ED visits pct,2009-05-16,0.13
2025-10-29,senc,Flu ED visits pct,2009-05-23,0.24
2025-10-29,senc,Flu ED visits pct,2009-05-30,0.18
2025-10-29,senc,Flu ED visits pct,2009-06-06,0.25
2025-10-29,senc,Flu ED visits pct,2009-06-13,0.25
2025-10-29,senc,Flu ED visits pct,2009-06-20,0.59
2025-10-29,senc,Flu ED visits pct,2009-06-27,0.32
2025-10-29,senc,Flu ED visits pct,2009-07-04,0.35
2025-10-29,senc,Flu ED visits pct,2009-07-11,0.29
2025-10-29,senc,Flu ED visits pct,2009-07-18,0.2
2025-10-29,senc,Flu ED visits pct,2009-07-25,0.14
2025-10-29,senc,Flu ED visits pct,2009-08-01,0.38
2025-10-29,senc,Flu ED visits pct,2009-08-08,0.33
2025-10-29,senc,Flu ED visits pct,2009-08-15,0.43
2025-10-29,senc,Flu ED visits pct,2009-08-22,0.22
2025-10-29,senc,Flu ED visits pct,2009-08-29,0.45
2025-10-29,senc,Flu ED visits pct,2009-09-05,0.21
2025-10-29,senc,Flu ED visits pct,2009-09-12,0.76
2025-10-29,senc,Flu ED visits pct,2009-09-19,1.04
2025-10-29,senc,Flu ED visits pct,2009-09-26,1.4
2025-10-29,senc,Flu ED visits pct,2009-10-03,2.81
2025-10-29,senc,Flu ED visits pct,2009-10-10,3.31
2025-10-29,senc,Flu ED visits pct,2009-10-17,3.67
2025-10-29,senc,Flu ED visits pct,2009-10-24,3.57
2025-10-29,senc,Flu ED visits pct,2009-10-31,2.97
2025-10-29,senc,Flu ED visits pct,2009-11-07,2.56
2025-10-29,senc,Flu ED visits pct,2009-11-14,1.37
2025-10-29,senc,Flu ED visits pct,2009-11-21,0.79
2025-10-29,senc,Flu ED visits pct,2009-11-28,0.75
2025-10-29,senc,Flu ED visits pct,2009-12-05,0.53
2025-10-29,senc,Flu ED visits pct,2009-12-12,0.4
2025-10-29,senc,Flu ED visits pct,2009-12-19,0.27
2025-10-29,senc,Flu ED visits pct,2009-12-26,0.3
2025-10-29,senc,Flu ED visits pct,2010-01-02,0.32
2025-10-29,senc,Flu ED visits pct,2010-01-09,0.24
2025-10-29,senc,Flu ED visits pct,2010-01-16,0.22
2025-10-29,senc,Flu ED visits pct,2010-01-23,0.14
2025-10-29,senc,Flu ED visits pct,2010-01-30,0.11
2025-10-29,senc,Flu ED visits pct,2010-02-06,0.09
2025-10-29,senc,Flu ED visits pct,2010-02-13,0.12
2025-10-29,senc,Flu ED visits pct,2010-02-20,0.07
2025-10-29,senc,Flu ED visits pct,2010-02-27,0.03
2025-10-29,senc,Flu ED visits pct,2010-03-06,0.07
2025-10-29,senc,Flu ED visits pct,2010-03-13,0.05
2025-10-29,senc,Flu ED visits pct,2010-03-20,0.05
2025-10-29,senc,Flu ED visits pct,2010-03-27,0.05
2025-10-29,senc,Flu ED visits pct,2010-04-03,0.07
2025-10-29,senc,Flu ED visits pct,2010-04-10,0
2025-10-29,senc,Flu ED visits pct,2010-04-17,0.03
2025-10-29,senc,Flu ED visits pct,2010-04-24,0
2025-10-29,senc,Flu ED visits pct,2010-05-01,0.03
2025-10-29,senc,Flu ED visits pct,2010-05-08,0.02
2025-10-29,senc,Flu ED visits pct,2010-05-15,0.03
2025-10-29,senc,Flu ED visits pct,2010-05-22,0.02
2025-10-29,senc,Flu ED visits pct,2010-05-29,0.03
2025-10-29,senc,Flu ED visits pct,2010-06-05,0
2025-10-29,senc,Flu ED visits pct,2010-06-12,0
2025-10-29,senc,Flu ED visits pct,2010-06-19,0
2025-10-29,senc,Flu ED visits pct,2010-06-26,0.02
2025-10-29,senc,Flu ED visits pct,2010-07-03,0.02
2025-10-29,senc,Flu ED visits pct,2010-07-10,0
2025-10-29,senc,Flu ED visits pct,2010-07-17,0
2025-10-29,senc,Flu ED visits pct,2010-07-24,0
2025-10-29,senc,Flu ED visits pct,2010-07-31,0
2025-10-29,senc,Flu ED visits pct,2010-08-07,0.02
2025-10-29,senc,Flu ED visits pct,2010-08-14,0.03
2025-10-29,senc,Flu ED visits pct,2010-08-21,0.05
2025-10-29,senc,Flu ED visits pct,2010-08-28,0.02
2025-10-29,senc,Flu ED visits pct,2010-09-04,0
2025-10-29,senc,Flu ED visits pct,2010-09-11,0.02
2025-10-29,senc,Flu ED visits pct,2010-09-18,0.02
2025-10-29,senc,Flu ED visits pct,2010-09-25,0.07
2025-10-29,senc,Flu ED visits pct,2010-10-02,0.05
2025-10-29,senc,Flu ED visits pct,2010-10-09,0
2025-10-29,senc,Flu ED visits pct,2010-10-16,0.05
2025-10-29,senc,Flu ED visits pct,2010-10-23,0.02
2025-10-29,senc,Flu ED visits pct,2010-10-30,0.03
2025-10-29,senc,Flu ED visits pct,2010-11-06,0.04
2025-10-29,senc,Flu ED visits pct,2010-11-13,0.04
2025-10-29,senc,Flu ED visits pct,2010-11-20,0.05
2025-10-29,senc,Flu ED visits pct,2010-11-27,0.05
2025-10-29,senc,Flu ED visits pct,2010-12-04,0.02
2025-10-29,senc,Flu ED visits pct,2010-12-11,0.07
2025-10-29,senc,Flu ED visits pct,2010-12-18,0.18
2025-10-29,senc,Flu ED visits pct,2010-12-25,0.51
2025-10-29,senc,Flu ED visits pct,2011-01-01,0.56
2025-10-29,senc,Flu ED visits pct,2011-01-08,0.92
2025-10-29,senc,Flu ED visits pct,2011-01-15,1.23
2025-10-29,senc,Flu ED visits pct,2011-01-22,1.91
2025-10-29,senc,Flu ED visits pct,2011-01-29,2.71
2025-10-29,senc,Flu ED visits pct,2011-02-05,2.96
2025-10-29,senc,Flu ED visits pct,2011-02-12,3.51
2025-10-29,senc,Flu ED visits pct,2011-02-19,2.65
2025-10-29,senc,Flu ED visits pct,2011-02-26,2.5
2025-10-29,senc,Flu ED visits pct,2011-03-05,1.36
2025-10-29,senc,Flu ED visits pct,2011-03-12,0.94
2025-10-29,senc,Flu ED visits pct,2011-03-19,0.47
2025-10-29,senc,Flu ED visits pct,2011-03-26,0.16
2025-10-29,senc,Flu ED visits pct,2011-04-02,0.14
2025-10-29,senc,Flu ED visits pct,2011-04-09,0.07
2025-10-29,senc,Flu ED visits pct,2011-04-16,0.02
2025-10-29,senc,Flu ED visits pct,2011-04-23,0.1
2025-10-29,senc,Flu ED visits pct,2011-04-30,0.05
2025-10-29,senc,Flu ED visits pct,2011-05-07,0.02
2025-10-29,senc,Flu ED visits pct,2011-05-14,0.07
2025-10-29,senc,Flu ED visits pct,2011-05-21,0
2025-10-29,senc,Flu ED visits pct,2011-05-28,0.03
2025-10-29,senc,Flu ED visits pct,2011-06-04,0.02
2025-10-29,senc,Flu ED visits pct,2011-06-11,0.02
2025-10-29,senc,Flu ED visits pct,2011-06-18,0
2025-10-29,senc,Flu ED visits pct,2011-06-25,0
2025-10-29,senc,Flu ED visits pct,2011-07-02,0
2025-10-29,senc,Flu ED visits pct,2011-07-09,0.02
2025-10-29,senc,Flu ED visits pct,2011-07-16,0.02
2025-10-29,senc,Flu ED visits pct,2011-07-23,0.02
2025-10-29,senc,Flu ED visits pct,2011-07-30,0.02
2025-10-29,senc,Flu ED visits pct,2011-08-06,0
2025-10-29,senc,Flu ED visits pct,2011-08-13,0
2025-10-29,senc,Flu ED visits pct,2011-08-20,0
2025-10-29,senc,Flu ED visits pct,2011-08-27,0
2025-10-29,senc,Flu ED visits pct,2011-09-03,0.02
2025-10-29,senc,Flu ED visits pct,2011-09-10,0
2025-10-29,senc,Flu ED visits pct,2011-09-17,0.03
2025-10-29,senc,Flu ED visits pct,2011-09-24,0.05
2025-10-29,senc,Flu ED visits pct,2011-10-01,0.07
2025-10-29,senc,Flu ED visits pct,2011-10-08,0.02
2025-10-29,senc,Flu ED visits pct,2011-10-15,0.1
2025-10-29,senc,Flu ED visits pct,2011-10-22,0.05
2025-10-29,senc,Flu ED visits pct,2011-10-29,0.07
2025-10-29,senc,Flu ED visits pct,2011-11-05,0.05
2025-10-29,senc,Flu ED visits pct,2011-11-12,0.05
2025-10-29,senc,Flu ED visits pct,2011-11-19,0.07
2025-10-29,senc,Flu ED visits pct,2011-11-26,0.16
2025-10-29,senc,Flu ED visits pct,2011-12-03,0.02
2025-10-29,senc,Flu ED visits pct,2011-12-10,0.13
2025-10-29,senc,Flu ED visits pct,2011-12-17,0
2025-10-29,senc,Flu ED visits pct,2011-12-24,0.05
2025-10-29,senc,Flu ED visits pct,2011-12-31,0.07
2025-10-29,senc,Flu ED visits pct,2012-01-07,0.13
2025-10-29,senc,Flu ED visits pct,2012-01-14,0.07
2025-10-29,senc,Flu ED visits pct,2012-01-21,0.12
2025-10-29,senc,Flu ED visits pct,2012-01-28,0.05
2025-10-29,senc,Flu ED visits pct,2012-02-04,0.05
2025-10-29,senc,Flu ED visits pct,2012-02-11,0.03
2025-10-29,senc,Flu ED visits pct,2012-02-18,0.28
2025-10-29,senc,Flu ED visits pct,2012-02-25,0.24
2025-10-29,senc,Flu ED visits pct,2012-03-03,0.17
2025-10-29,senc,Flu ED visits pct,2012-03-10,0.26
2025-10-29,senc,Flu ED visits pct,2012-03-17,0.36
2025-10-29,senc,Flu ED visits pct,2012-03-24,0.23
2025-10-29,senc,Flu ED visits pct,2012-03-31,0.29
2025-10-29,senc,Flu ED visits pct,2012-04-07,0.16
2025-10-29,senc,Flu ED visits pct,2012-04-14,0.13
2025-10-29,senc,Flu ED visits pct,2012-04-21,0.08
2025-10-29,senc,Flu ED visits pct,2012-04-28,0.11
2025-10-29,senc,Flu ED visits pct,2012-05-05,0.05
2025-10-29,senc,Flu ED visits pct,2012-05-12,0.05
2025-10-29,senc,Flu ED visits pct,2012-05-19,0.03
2025-10-29,senc,Flu ED visits pct,2012-05-26,0.03
2025-10-29,senc,Flu ED visits pct,2012-06-02,0.02
2025-10-29,senc,Flu ED visits pct,2012-06-09,0.04
2025-10-29,senc,Flu ED visits pct,2012-06-16,0.05
2025-10-29,senc,Flu ED visits pct,2012-06-23,0.02
2025-10-29,senc,Flu ED visits pct,2012-06-30,0.02
2025-10-29,senc,Flu ED visits pct,2012-07-07,0
2025-10-29,senc,Flu ED visits pct,2012-07-14,0.03
2025-10-29,senc,Flu ED visits pct,2012-07-21,0.02
2025-10-29,senc,Flu ED visits pct,2012-07-28,0.05
2025-10-29,senc,Flu ED visits pct,2012-08-04,0.02
2025-10-29,senc,Flu ED visits pct,2012-08-11,0.02
2025-10-29,senc,Flu ED visits pct,2012-08-18,0.03
2025-10-29,senc,Flu ED visits pct,2012-08-25,0.03
2025-10-29,senc,Flu ED visits pct,2012-09-01,0.02
2025-10-29,senc,Flu ED visits pct,2012-09-08,0.05
2025-10-29,senc,Flu ED visits pct,2012-09-15,0.05
2025-10-29,senc,Flu ED visits pct,2012-09-22,0.1
2025-10-29,senc,Flu ED visits pct,2012-09-29,0.1
2025-10-29,senc,Flu ED visits pct,2012-10-06,0.08
2025-10-29,senc,Flu ED visits pct,2012-10-13,0.14
2025-10-29,senc,Flu ED visits pct,2012-10-20,0.07
2025-10-29,senc,Flu ED visits pct,2012-10-27,0.03
2025-10-29,senc,Flu ED visits pct,2012-11-03,0.16
2025-10-29,senc,Flu ED visits pct,2012-11-10,0.14
2025-10-29,senc,Flu ED visits pct,2012-11-17,0.07
2025-10-29,senc,Flu ED visits pct,2012-11-24,0.38
2025-10-29,senc,Flu ED visits pct,2012-12-01,0.46
2025-10-29,senc,Flu ED visits pct,2012-12-08,1.64
2025-10-29,senc,Flu ED visits pct,2012-12-15,2.42
2025-10-29,senc,Flu ED visits pct,2012-12-22,2.8
2025-10-29,senc,Flu ED visits pct,2012-12-29,3.45
2025-10-29,senc,Flu ED visits pct,2013-01-05,2.32
2025-10-29,senc,Flu ED visits pct,2013-01-12,2.27
2025-10-29,senc,Flu ED visits pct,2013-01-19,1.93
2025-10-29,senc,Flu ED visits pct,2013-01-26,1.17
2025-10-29,senc,Flu ED visits pct,2013-02-02,0.53
2025-10-29,senc,Flu ED visits pct,2013-02-09,0.53
2025-10-29,senc,Flu ED visits pct,2013-02-16,0.95
2025-10-29,senc,Flu ED visits pct,2013-02-23,0.74
2025-10-29,senc,Flu ED visits pct,2013-03-02,0.92
2025-10-29,senc,Flu ED visits pct,2013-03-09,1.44
2025-10-29,senc,Flu ED visits pct,2013-03-16,1.37
2025-10-29,senc,Flu ED visits pct,2013-03-23,1.04
2025-10-29,senc,Flu ED visits pct,2013-03-30,1.14
2025-10-29,senc,Flu ED visits pct,2013-04-06,0.73
2025-10-29,senc,Flu ED visits pct,2013-04-13,0.47
2025-10-29,senc,Flu ED visits pct,2013-04-20,0.24
2025-10-29,senc,Flu ED visits pct,2013-04-27,0.27
2025-10-29,senc,Flu ED visits pct,2013-05-04,0.13
2025-10-29,senc,Flu ED visits pct,2013-05-11,0.03
2025-10-29,senc,Flu ED visits pct,2013-05-18,0.1
2025-10-29,senc,Flu ED visits pct,2013-05-25,0.05
2025-10-29,senc,Flu ED visits pct,2013-06-01,0.03
2025-10-29,senc,Flu ED visits pct,2013-06-08,0
2025-10-29,senc,Flu ED visits pct,2013-06-15,0
2025-10-29,senc,Flu ED visits pct,2013-06-22,0
2025-10-29,senc,Flu ED visits pct,2013-06-29,0.03
2025-10-29,senc,Flu ED visits pct,2013-07-06,0.02
2025-10-29,senc,Flu ED visits pct,2013-07-13,0.02
2025-10-29,senc,Flu ED visits pct,2013-07-20,0.02
2025-10-29,senc,Flu ED visits pct,2013-07-27,0
2025-10-29,senc,Flu ED visits pct,2013-08-03,0.07
2025-10-29,senc,Flu ED visits pct,2013-08-10,0
2025-10-29,senc,Flu ED visits pct,2013-08-17,0.02
2025-10-29,senc,Flu ED visits pct,2013-08-24,0.02
2025-10-29,senc,Flu ED visits pct,2013-08-31,0.02
2025-10-29,senc,Flu ED visits pct,2013-09-07,0.03
2025-10-29,senc,Flu ED visits pct,2013-09-14,0.03
2025-10-29,senc,Flu ED visits pct,2013-09-21,0.08
2025-10-29,senc,Flu ED visits pct,2013-09-28,0.03
2025-10-29,senc,Flu ED visits pct,2013-10-05,0.03
2025-10-29,senc,Flu ED visits pct,2013-10-12,0.12
2025-10-29,senc,Flu ED visits pct,2013-10-19,0.09
2025-10-29,senc,Flu ED visits pct,2013-10-26,0.08
2025-10-29,senc,Flu ED visits pct,2013-11-02,0.13
2025-10-29,senc,Flu ED visits pct,2013-11-09,0.1
2025-10-29,senc,Flu ED visits pct,2013-11-16,0.13
2025-10-29,senc,Flu ED visits pct,2013-11-23,0.21
2025-10-29,senc,Flu ED visits pct,2013-11-30,0.31
2025-10-29,senc,Flu ED visits pct,2013-12-07,0.65
2025-10-29,senc,Flu ED visits pct,2013-12-14,1.06
2025-10-29,senc,Flu ED visits pct,2013-12-21,1.75
2025-10-29,senc,Flu ED visits pct,2013-12-28,3.08
2025-10-29,senc,Flu ED visits pct,2014-01-04,2.41
2025-10-29,senc,Flu ED visits pct,2014-01-11,2.31
2025-10-29,senc,Flu ED visits pct,2014-01-18,2.11
2025-10-29,senc,Flu ED visits pct,2014-01-25,2.17
2025-10-29,senc,Flu ED visits pct,2014-02-01,1.49
2025-10-29,senc,Flu ED visits pct,2014-02-08,0.76
2025-10-29,senc,Flu ED visits pct,2014-02-15,0.25
2025-10-29,senc,Flu ED visits pct,2014-02-22,0.61
2025-10-29,senc,Flu ED visits pct,2014-03-01,0.52
2025-10-29,senc,Flu ED visits pct,2014-03-08,0.34
2025-10-29,senc,Flu ED visits pct,2014-03-15,0.06
2025-10-29,senc,Flu ED visits pct,2014-03-22,0.1
2025-10-29,senc,Flu ED visits pct,2014-03-29,0.11
2025-10-29,senc,Flu ED visits pct,2014-04-05,0.26
2025-10-29,senc,Flu ED visits pct,2014-04-12,0.14
2025-10-29,senc,Flu ED visits pct,2014-04-19,0.13
2025-10-29,senc,Flu ED visits pct,2014-04-26,0.06
2025-10-29,senc,Flu ED visits pct,2014-05-03,0.09
2025-10-29,senc,Flu ED visits pct,2014-05-10,0.03
2025-10-29,senc,Flu ED visits pct,2014-05-17,0
2025-10-29,senc,Flu ED visits pct,2014-05-24,0.01
2025-10-29,senc,Flu ED visits pct,2014-05-31,0.04
2025-10-29,senc,Flu ED visits pct,2014-06-07,0.05
2025-10-29,senc,Flu ED visits pct,2014-06-14,0.02
2025-10-29,senc,Flu ED visits pct,2014-06-21,0.06
2025-10-29,senc,Flu ED visits pct,2014-06-28,0.03
2025-10-29,senc,Flu ED visits pct,2014-07-05,0.03
2025-10-29,senc,Flu ED visits pct,2014-07-12,0
2025-10-29,senc,Flu ED visits pct,2014-07-19,0
2025-10-29,senc,Flu ED visits pct,2014-07-26,0.02
2025-10-29,senc,Flu ED visits pct,2014-08-02,0
2025-10-29,senc,Flu ED visits pct,2014-08-09,0
2025-10-29,senc,Flu ED visits pct,2014-08-16,0
2025-10-29,senc,Flu ED visits pct,2014-08-23,0
2025-10-29,senc,Flu ED visits pct,2014-08-30,0.02
2025-10-29,senc,Flu ED visits pct,2014-09-06,0
2025-10-29,senc,Flu ED visits pct,2014-09-13,0.01
2025-10-29,senc,Flu ED visits pct,2014-09-20,0.06
2025-10-29,senc,Flu ED visits pct,2014-09-27,0.02
2025-10-29,senc,Flu ED visits pct,2014-10-04,0.05
2025-10-29,senc,Flu ED visits pct,2014-10-11,0.09
2025-10-29,senc,Flu ED visits pct,2014-10-18,0.04
2025-10-29,senc,Flu ED visits pct,2014-10-25,0.14
2025-10-29,senc,Flu ED visits pct,2014-11-01,0.08
2025-10-29,senc,Flu ED visits pct,2014-11-08,0.13
2025-10-29,senc,Flu ED visits pct,2014-11-15,0.39
2025-10-29,senc,Flu ED visits pct,2014-11-22,0.5
2025-10-29,senc,Flu ED visits pct,2014-11-29,0.72
2025-10-29,senc,Flu ED visits pct,2014-12-06,1.14
2025-10-29,senc,Flu ED visits pct,2014-12-13,1.23
2025-10-29,senc,Flu ED visits pct,2014-12-20,2.88
2025-10-29,senc,Flu ED visits pct,2014-12-27,5.66
2025-10-29,senc,Flu ED visits pct,2015-01-03,4.95
2025-10-29,senc,Flu ED visits pct,2015-01-10,3.08
2025-10-29,senc,Flu ED visits pct,2015-01-17,2.83
2025-10-29,senc,Flu ED visits pct,2015-01-24,2.36
2025-10-29,senc,Flu ED visits pct,2015-01-31,1.43
2025-10-29,senc,Flu ED visits pct,2015-02-07,1.18
2025-10-29,senc,Flu ED visits pct,2015-02-14,1.28
2025-10-29,senc,Flu ED visits pct,2015-02-21,0.98
2025-10-29,senc,Flu ED visits pct,2015-02-28,0.8
2025-10-29,senc,Flu ED visits pct,2015-03-07,0.89
2025-10-29,senc,Flu ED visits pct,2015-03-14,1
2025-10-29,senc,Flu ED visits pct,2015-03-21,0.6
2025-10-29,senc,Flu ED visits pct,2015-03-28,0.35
2025-10-29,senc,Flu ED visits pct,2015-04-04,0.22
2025-10-29,senc,Flu ED visits pct,2015-04-11,0.24
2025-10-29,senc,Flu ED visits pct,2015-04-18,0.1
2025-10-29,senc,Flu ED visits pct,2015-04-25,0.05
2025-10-29,senc,Flu ED visits pct,2015-05-02,0.08
2025-10-29,senc,Flu ED visits pct,2015-05-09,0.08
2025-10-29,senc,Flu ED visits pct,2015-05-16,0.07
2025-10-29,senc,Flu ED visits pct,2015-05-23,0.03
2025-10-29,senc,Flu ED visits pct,2015-05-30,0
2025-10-29,senc,Flu ED visits pct,2015-06-06,0.05
2025-10-29,senc,Flu ED visits pct,2015-06-13,0.03
2025-10-29,senc,Flu ED visits pct,2015-06-20,0.05
2025-10-29,senc,Flu ED visits pct,2015-06-27,0
2025-10-29,senc,Flu ED visits pct,2015-07-04,0.02
2025-10-29,senc,Flu ED visits pct,2015-07-11,0
2025-10-29,senc,Flu ED visits pct,2015-07-18,0
2025-10-29,senc,Flu ED visits pct,2015-07-25,0
2025-10-29,senc,Flu ED visits pct,2015-08-01,0.01
2025-10-29,senc,Flu ED visits pct,2015-08-08,0.05
2025-10-29,senc,Flu ED visits pct,2015-08-15,0
2025-10-29,senc,Flu ED visits pct,2015-08-22,0.02
2025-10-29,senc,Flu ED visits pct,2015-08-29,0
2025-10-29,senc,Flu ED visits pct,2015-09-05,0.03
2025-10-29,senc,Flu ED visits pct,2015-09-12,0.05
2025-10-29,senc,Flu ED visits pct,2015-09-19,0.03
2025-10-29,senc,Flu ED visits pct,2015-09-26,0.07
2025-10-29,senc,Flu ED visits pct,2015-10-03,0.01
2025-10-29,senc,Flu ED visits pct,2015-10-10,0.05
2025-10-29,senc,Flu ED visits pct,2015-10-17,0.03
2025-10-29,senc,Flu ED visits pct,2015-10-24,0.11
2025-10-29,senc,Flu ED visits pct,2015-10-31,0.15
2025-10-29,senc,Flu ED visits pct,2015-11-07,0.07
2025-10-29,senc,Flu ED visits pct,2015-11-14,0.09
2025-10-29,senc,Flu ED visits pct,2015-11-21,0.15
2025-10-29,senc,Flu ED visits pct,2015-11-28,0.08
2025-10-29,senc,Flu ED visits pct,2015-12-05,0.09
2025-10-29,senc,Flu ED visits pct,2015-12-12,0.09
2025-10-29,senc,Flu ED visits pct,2015-12-19,0.1
2025-10-29,senc,Flu ED visits pct,2015-12-26,0.06
2025-10-29,senc,Flu ED visits pct,2016-01-02,0.04
2025-10-29,senc,Flu ED visits pct,2016-01-09,0.01
2025-10-29,senc,Flu ED visits pct,2016-01-16,0.11
2025-10-29,senc,Flu ED visits pct,2016-01-23,0.05
2025-10-29,senc,Flu ED visits pct,2016-01-30,0.07
2025-10-29,senc,Flu ED visits pct,2016-02-06,0.35
2025-10-29,senc,Flu ED visits pct,2016-02-13,0.3
2025-10-29,senc,Flu ED visits pct,2016-02-20,0.46
2025-10-29,senc,Flu ED visits pct,2016-02-27,0.92
2025-10-29,senc,Flu ED visits pct,2016-03-05,1.56
2025-10-29,senc,Flu ED visits pct,2016-03-12,2.03
2025-10-29,senc,Flu ED visits pct,2016-03-19,1.95
2025-10-29,senc,Flu ED visits pct,2016-03-26,1.74
2025-10-29,senc,Flu ED visits pct,2016-04-02,1.27
2025-10-29,senc,Flu ED visits pct,2016-04-09,0.92
2025-10-29,senc,Flu ED visits pct,2016-04-16,0.93
2025-10-29,senc,Flu ED visits pct,2016-04-23,0.88
2025-10-29,senc,Flu ED visits pct,2016-04-30,0.61
2025-10-29,senc,Flu ED visits pct,2016-05-07,0.4
2025-10-29,senc,Flu ED visits pct,2016-05-14,0.26
2025-10-29,senc,Flu ED visits pct,2016-05-21,0.37
